Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes
2025-04-09,Wednesday,Airport Road,Cloudy,None,50,53,None,0,0.0
2025-07-23,Wednesday,Master Canteen,Foggy,Rath Yatra,105,100,None,0,0.0
2025-06-04,Wednesday,Airport Road,Cloudy,None,50,51,None,0,0.0
2025-04-11,Friday,Airport Road,Sunny,None,50,49,None,0,0.0
2025-07-14,Monday,Master Canteen,Foggy,None,87,89,None,0,0.0
2025-06-02,Monday,Kalpana Square,Sunny,None,65,65,None,0,0.0
2025-01-09,Thursday,Kalpana Square,Cloudy,None,65,62,None,0,0.0
2025-08-16,Saturday,Khandagiri,Cloudy,None,65,66,None,0,0.0
2025-01-08,Wednesday,Master Canteen,Humid,None,80,84,None,0,0.0
2025-01-03,Friday,Jaydev Vihar,Foggy,None,80,79,None,0,0.0
2025-01-29,Wednesday,Airport Road,Foggy,None,56,54,None,0,0.0
2025-02-16,Sunday,Master Canteen,Humid,None,93,91,None,0,0.0
2025-02-10,Monday,Jaydev Vihar,Humid,None,70,65,None,0,0.0
2025-05-10,Saturday,Khandagiri,Rainy,None,86,83,None,0,0.0
2025-03-03,Monday,Khandagiri,Cloudy,None,77,82,Bad Roads,10,8.0
2025-06-02,Monday,Master Canteen,Foggy,None,87,85,None,0,0.0
2025-06-18,Wednesday,Master Canteen,Humid,None,100,97,Bad Roads,9,7.2
2025-05-03,Saturday,Khandagiri,Foggy,None,79,79,None,0,0.0
2025-08-20,Wednesday,Kalpana Square,Cloudy,None,65,60,None,0,0.0
2025-03-26,Wednesday,Khandagiri,Sunny,None,60,64,None,0,0.0
2025-07-16,Wednesday,Khandagiri,Rainy,None,91,89,Sports Event,9,7.2
2025-03-19,Wednesday,Kalpana Square,Sunny,None,65,64,None,0,0.0
2025-04-01,Tuesday,Jaydev Vihar,Cloudy,None,70,75,None,0,0.0
2025-07-02,Wednesday,Kalpana Square,Rainy,None,76,73,None,0,0.0
2025-08-01,Friday,Jaydev Vihar,Rainy,None,80,75,None,0,0.0
2025-02-22,Saturday,Master Canteen,Rainy,None,119,100,Political Rally,19,15.2
2025-06-01,Sunday,Khandagiri,Sunny,None,65,67,None,0,0.0
2025-02-05,Wednesday,Rasulgarh,Humid,None,89,88,Sports Event,8,6.4
2025-04-15,Tuesday,Airport Road,Cloudy,None,50,47,None,0,0.0
2025-05-21,Wednesday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-02-13,Thursday,Kalpana Square,Humid,None,84,88,Bad Roads,8,6.4
2025-08-06,Wednesday,Khandagiri,Cloudy,None,80,84,VIP Convoy,17,13.6
2025-03-08,Saturday,Airport Road,Rainy,Holi,104,100,None,0,0.0
2025-02-20,Thursday,Rasulgarh,Sunny,None,75,77,None,0,0.0
2025-08-30,Saturday,Airport Road,Rainy,None,87,83,Sports Event,14,11.2
2025-03-14,Friday,Master Canteen,Cloudy,None,92,94,Bad Roads,10,8.0
2025-05-25,Sunday,Khandagiri,Foggy,None,80,75,None,0,0.0
2025-03-04,Tuesday,Khandagiri,Foggy,None,66,63,None,0,0.0
2025-04-12,Saturday,Khandagiri,Sunny,None,66,70,None,0,0.0
2025-01-13,Monday,Master Canteen,Rainy,None,119,100,Bad Roads,6,4.8
2025-06-25,Wednesday,Rasulgarh,Humid,None,75,73,None,0,0.0
2025-02-04,Tuesday,Jaydev Vihar,Foggy,None,95,93,Political Rally,10,8.0
2025-01-17,Friday,Master Canteen,Cloudy,None,80,84,None,0,0.0
2025-04-22,Tuesday,Master Canteen,Humid,None,80,78,None,0,0.0
2025-07-19,Saturday,Airport Road,Foggy,Rath Yatra,103,98,Sports Event,12,9.6
2025-07-20,Sunday,Master Canteen,Foggy,Rath Yatra,117,100,None,0,0.0
2025-03-31,Monday,Kalpana Square,Cloudy,Holi,80,75,None,0,0.0
2025-08-07,Thursday,Rasulgarh,Rainy,Independence Day,112,100,Bad Roads,8,6.4
2025-05-23,Friday,Master Canteen,Sunny,None,91,86,Political Rally,11,8.8
2025-01-21,Tuesday,Khandagiri,Rainy,None,89,84,Political Rally,13,10.4
2025-08-18,Monday,Airport Road,Foggy,Independence Day,84,82,None,0,0.0
2025-06-03,Tuesday,Master Canteen,Humid,None,91,90,Sports Event,9,7.2
2025-03-08,Saturday,Master Canteen,Rainy,None,108,100,None,0,0.0
2025-08-02,Saturday,Master Canteen,Foggy,None,98,97,None,0,0.0
2025-03-21,Friday,Rasulgarh,Foggy,None,94,89,Construction Work,9,7.2
2025-02-09,Sunday,Master Canteen,Cloudy,None,95,99,None,0,0.0
2025-06-04,Wednesday,Master Canteen,Humid,None,100,100,Bad Roads,7,5.6
2025-05-26,Monday,Khandagiri,Foggy,None,68,73,None,0,0.0
2025-01-03,Friday,Airport Road,Foggy,None,60,60,None,0,0.0
2025-02-01,Saturday,Airport Road,Rainy,None,80,82,None,0,0.0
2025-08-30,Saturday,Kalpana Square,Cloudy,None,79,82,None,0,0.0
2025-01-23,Thursday,Jaydev Vihar,Cloudy,None,82,78,Bad Roads,9,7.2
2025-02-05,Wednesday,Master Canteen,Rainy,None,96,97,None,0,0.0
2025-04-24,Thursday,Jaydev Vihar,Cloudy,None,90,95,Political Rally,10,8.0
2025-02-18,Tuesday,Khandagiri,Humid,None,60,61,None,0,0.0
2025-05-10,Saturday,Airport Road,Rainy,None,94,98,Accident,21,16.8
2025-03-09,Sunday,Jaydev Vihar,Cloudy,None,76,76,None,0,0.0
2025-08-13,Wednesday,Master Canteen,Cloudy,None,80,80,None,0,0.0
2025-06-01,Sunday,Master Canteen,Foggy,None,102,100,None,0,0.0
2025-03-16,Sunday,Rasulgarh,Rainy,None,95,90,None,0,0.0
2025-02-09,Sunday,Airport Road,Humid,None,56,54,None,0,0.0
2025-01-09,Thursday,Rasulgarh,Sunny,None,75,75,None,0,0.0
2025-08-28,Thursday,Rasulgarh,Humid,Independence Day,94,91,None,0,0.0
2025-02-03,Monday,Airport Road,Cloudy,None,64,61,Sports Event,10,8.0
2025-08-14,Thursday,Airport Road,Rainy,None,64,60,None,0,0.0
2025-06-02,Monday,Jaydev Vihar,Foggy,None,76,80,None,0,0.0
2025-08-08,Friday,Rasulgarh,Cloudy,None,94,91,Sports Event,11,8.8
2025-03-12,Wednesday,Airport Road,Cloudy,None,50,46,None,0,0.0
2025-03-15,Saturday,Airport Road,Sunny,None,82,81,Sports Event,12,9.6
2025-06-06,Friday,Kalpana Square,Foggy,None,70,68,None,0,0.0
2025-03-23,Sunday,Jaydev Vihar,Humid,Holi,96,92,None,0,0.0
2025-05-01,Thursday,Rasulgarh,Cloudy,None,75,76,None,0,0.0
2025-03-24,Monday,Master Canteen,Foggy,Holi,106,100,None,0,0.0
2025-07-23,Wednesday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-02-06,Thursday,Khandagiri,Humid,None,80,84,Political Rally,19,15.2
2025-04-18,Friday,Kalpana Square,Humid,None,79,81,Political Rally,19,15.2
2025-07-18,Friday,Jaydev Vihar,Sunny,None,70,66,None,0,0.0
2025-08-07,Thursday,Airport Road,Humid,Independence Day,74,72,None,0,0.0
2025-03-09,Sunday,Jaydev Vihar,Sunny,None,85,83,None,0,0.0
2025-08-29,Friday,Airport Road,Cloudy,None,50,51,None,0,0.0
2025-04-29,Tuesday,Khandagiri,Cloudy,None,71,69,Accident,25,20.0
2025-07-19,Saturday,Rasulgarh,Humid,None,88,84,None,0,0.0
2025-05-24,Saturday,Rasulgarh,Humid,None,80,80,None,0,0.0
2025-06-21,Saturday,Rasulgarh,Foggy,None,103,100,Accident,29,23.2
2025-06-24,Tuesday,Kalpana Square,Rainy,None,104,99,Sports Event,12,9.6
2025-04-06,Sunday,Airport Road,Cloudy,None,77,78,Political Rally,19,15.2
2025-05-19,Monday,Master Canteen,Humid,None,80,75,None,0,0.0
2025-08-01,Friday,Master Canteen,Humid,Independence Day,114,100,Construction Work,5,4.0
2025-05-09,Friday,Khandagiri,Cloudy,None,78,74,VIP Convoy,22,17.6
2025-02-16,Sunday,Master Canteen,Rainy,None,97,96,None,0,0.0
2025-06-28,Saturday,Khandagiri,Cloudy,None,82,80,VIP Convoy,20,16.0
2025-01-23,Thursday,Rasulgarh,Cloudy,None,75,76,None,0,0.0
2025-06-15,Sunday,Rasulgarh,Cloudy,None,100,98,Accident,25,20.0
2025-06-05,Thursday,Airport Road,Sunny,None,50,45,None,0,0.0
2025-01-07,Tuesday,Jaydev Vihar,Sunny,None,85,87,Sports Event,8,6.4
2025-06-11,Wednesday,Rasulgarh,Humid,None,75,74,None,0,0.0
2025-02-07,Friday,Master Canteen,Sunny,None,80,83,None,0,0.0
2025-02-08,Saturday,Khandagiri,Sunny,None,66,61,None,0,0.0
2025-08-24,Sunday,Master Canteen,Cloudy,None,108,100,Accident,23,18.4
2025-02-09,Sunday,Jaydev Vihar,Sunny,None,81,82,None,0,0.0
2025-03-16,Sunday,Rasulgarh,Sunny,None,106,100,Political Rally,16,12.8
2025-01-20,Monday,Kalpana Square,Cloudy,None,65,70,None,0,0.0
2025-08-26,Tuesday,Khandagiri,Humid,None,60,60,None,0,0.0
2025-08-11,Monday,Kalpana Square,Sunny,None,78,78,Bad Roads,9,7.2
2025-04-12,Saturday,Jaydev Vihar,Rainy,None,109,100,Political Rally,11,8.8
2025-05-19,Monday,Khandagiri,Cloudy,None,60,65,None,0,0.0
2025-08-16,Saturday,Master Canteen,Rainy,None,104,100,None,0,0.0
2025-05-18,Sunday,Rasulgarh,Cloudy,None,82,78,None,0,0.0
2025-04-02,Wednesday,Jaydev Vihar,Rainy,None,87,90,None,0,0.0
2025-08-28,Thursday,Jaydev Vihar,Foggy,None,94,93,Sports Event,15,12.0
2025-07-19,Saturday,Khandagiri,Cloudy,Rath Yatra,106,100,VIP Convoy,23,18.4
2025-02-25,Tuesday,Master Canteen,Cloudy,None,98,94,Accident,20,16.0
2025-03-20,Thursday,Kalpana Square,Rainy,None,84,79,None,0,0.0
2025-04-06,Sunday,Master Canteen,Sunny,None,93,97,None,0,0.0
2025-08-24,Sunday,Rasulgarh,Humid,None,87,84,None,0,0.0
2025-02-22,Saturday,Master Canteen,Foggy,None,105,100,None,0,0.0
2025-04-01,Tuesday,Khandagiri,Foggy,None,69,71,None,0,0.0
2025-02-14,Friday,Airport Road,Rainy,None,70,65,None,0,0.0
2025-09-02,Tuesday,Master Canteen,Cloudy,None,80,77,None,0,0.0
2025-03-26,Wednesday,Khandagiri,Rainy,None,95,100,Construction Work,7,5.6
2025-05-21,Wednesday,Master Canteen,Humid,None,80,80,None,0,0.0
2025-05-13,Tuesday,Kalpana Square,Rainy,None,84,89,None,0,0.0
2025-06-22,Sunday,Kalpana Square,Humid,None,70,65,None,0,0.0
2025-05-31,Saturday,Rasulgarh,Foggy,None,90,91,None,0,0.0
2025-08-26,Tuesday,Jaydev Vihar,Humid,None,70,66,None,0,0.0
2025-06-03,Tuesday,Master Canteen,Cloudy,None,80,80,None,0,0.0
2025-06-14,Saturday,Khandagiri,Sunny,None,70,71,None,0,0.0
2025-01-31,Friday,Airport Road,Cloudy,None,50,49,None,0,0.0
2025-03-10,Monday,Master Canteen,Foggy,None,89,94,None,0,0.0
2025-06-30,Monday,Khandagiri,Foggy,None,67,66,None,0,0.0
2025-03-17,Monday,Khandagiri,Humid,None,60,58,None,0,0.0
2025-04-09,Wednesday,Rasulgarh,Sunny,None,75,71,None,0,0.0
2025-02-11,Tuesday,Rasulgarh,Sunny,None,75,76,None,0,0.0
2025-04-13,Sunday,Jaydev Vihar,Rainy,None,92,88,None,0,0.0
2025-04-05,Saturday,Master Canteen,Sunny,None,101,98,Political Rally,15,12.0
2025-08-31,Sunday,Master Canteen,Rainy,None,111,100,None,0,0.0
2025-01-25,Saturday,Jaydev Vihar,Foggy,None,87,86,None,0,0.0
2025-05-08,Thursday,Jaydev Vihar,Humid,None,86,83,VIP Convoy,25,20.0
2025-03-29,Saturday,Airport Road,Cloudy,Holi,88,87,VIP Convoy,16,12.8
2025-04-17,Thursday,Kalpana Square,Humid,None,78,76,Bad Roads,8,6.4
2025-08-09,Saturday,Kalpana Square,Rainy,None,105,100,Bad Roads,10,8.0
2025-04-10,Thursday,Rasulgarh,Humid,None,75,77,None,0,0.0
2025-05-19,Monday,Kalpana Square,Rainy,None,95,96,Sports Event,11,8.8
2025-03-17,Monday,Kalpana Square,Foggy,None,91,95,Sports Event,11,8.8
2025-06-24,Tuesday,Kalpana Square,Cloudy,None,65,62,None,0,0.0
2025-04-01,Tuesday,Rasulgarh,Rainy,None,95,97,None,0,0.0
2025-04-30,Wednesday,Master Canteen,Foggy,None,89,85,None,0,0.0
2025-04-28,Monday,Kalpana Square,Sunny,None,65,64,None,0,0.0
2025-06-21,Saturday,Jaydev Vihar,Humid,None,83,79,None,0,0.0
2025-02-22,Saturday,Khandagiri,Rainy,None,92,87,None,0,0.0
2025-05-05,Monday,Jaydev Vihar,Rainy,None,107,100,Accident,20,16.0
2025-07-13,Sunday,Kalpana Square,Foggy,None,89,90,None,0,0.0
2025-07-13,Sunday,Jaydev Vihar,Foggy,None,87,91,None,0,0.0
2025-01-08,Wednesday,Rasulgarh,Humid,None,85,83,Construction Work,10,8.0
2025-01-27,Monday,Master Canteen,Rainy,None,104,100,Bad Roads,5,4.0
2025-04-01,Tuesday,Airport Road,Humid,None,50,51,None,0,0.0
2025-04-16,Wednesday,Master Canteen,Humid,None,80,76,None,0,0.0
2025-05-12,Monday,Jaydev Vihar,Foggy,None,95,97,Accident,26,20.8
2025-02-17,Monday,Airport Road,Cloudy,None,50,53,None,0,0.0
2025-01-04,Saturday,Airport Road,Sunny,None,63,58,None,0,0.0
2025-08-08,Friday,Jaydev Vihar,Cloudy,None,84,84,Construction Work,6,4.8
2025-03-08,Saturday,Kalpana Square,Foggy,None,93,90,VIP Convoy,16,12.8
2025-08-27,Wednesday,Khandagiri,Sunny,None,77,79,Accident,29,23.2
2025-05-15,Thursday,Khandagiri,Rainy,None,80,80,None,0,0.0
2025-03-15,Saturday,Airport Road,Sunny,Holi,72,75,None,0,0.0
2025-02-08,Saturday,Khandagiri,Sunny,None,72,73,None,0,0.0
2025-07-24,Thursday,Rasulgarh,Humid,Rath Yatra,94,96,None,0,0.0
2025-05-21,Wednesday,Khandagiri,Foggy,None,66,66,None,0,0.0
2025-02-11,Tuesday,Airport Road,Foggy,None,58,59,None,0,0.0
2025-03-27,Thursday,Master Canteen,Rainy,None,93,93,None,0,0.0
2025-08-19,Tuesday,Kalpana Square,Foggy,None,85,80,Construction Work,6,4.8
2025-02-06,Thursday,Master Canteen,Sunny,None,90,90,Sports Event,11,8.8
2025-01-12,Sunday,Kalpana Square,Foggy,None,85,89,None,0,0.0
2025-05-18,Sunday,Rasulgarh,Sunny,None,98,99,VIP Convoy,19,15.2
2025-05-10,Saturday,Kalpana Square,Cloudy,None,87,86,Accident,27,21.6
2025-07-03,Thursday,Master Canteen,Rainy,None,93,94,None,0,0.0
2025-03-02,Sunday,Rasulgarh,Humid,None,95,90,Accident,21,16.8
2025-08-08,Friday,Airport Road,Humid,None,50,48,None,0,0.0
2025-06-07,Saturday,Master Canteen,Foggy,None,96,100,None,0,0.0
2025-02-10,Monday,Khandagiri,Cloudy,None,60,63,None,0,0.0
2025-08-29,Friday,Airport Road,Sunny,None,65,64,Political Rally,20,16.0
2025-01-10,Friday,Rasulgarh,Rainy,None,93,95,None,0,0.0
2025-05-28,Wednesday,Airport Road,Cloudy,None,70,66,Political Rally,16,12.8
2025-02-11,Tuesday,Rasulgarh,Rainy,None,86,81,None,0,0.0
2025-08-19,Tuesday,Master Canteen,Humid,None,80,80,None,0,0.0
2025-02-20,Thursday,Airport Road,Humid,None,50,53,None,0,0.0
2025-06-25,Wednesday,Master Canteen,Sunny,None,80,82,None,0,0.0
2025-03-08,Saturday,Jaydev Vihar,Sunny,None,92,90,VIP Convoy,24,19.2
2025-01-08,Wednesday,Master Canteen,Foggy,None,87,85,None,0,0.0
2025-06-21,Saturday,Airport Road,Foggy,None,69,71,None,0,0.0
2025-09-01,Monday,Airport Road,Foggy,None,77,77,Accident,22,17.6
2025-03-09,Sunday,Kalpana Square,Sunny,None,70,72,None,0,0.0
2025-03-02,Sunday,Airport Road,Humid,None,61,66,None,0,0.0
2025-01-21,Tuesday,Airport Road,Cloudy,None,50,49,None,0,0.0
2025-07-03,Thursday,Kalpana Square,Sunny,Rath Yatra,86,90,None,0,0.0
2025-08-29,Friday,Jaydev Vihar,Humid,Independence Day,94,91,None,0,0.0
2025-08-08,Friday,Khandagiri,Foggy,None,65,67,None,0,0.0
2025-02-03,Monday,Khandagiri,Humid,None,70,73,Political Rally,13,10.4
2025-07-18,Friday,Jaydev Vihar,Humid,None,81,84,Construction Work,10,8.0
2025-05-31,Saturday,Rasulgarh,Rainy,None,108,100,None,0,0.0
2025-04-12,Saturday,Airport Road,Rainy,None,76,81,None,0,0.0
2025-03-27,Thursday,Rasulgarh,Rainy,None,85,87,None,0,0.0
2025-07-20,Sunday,Kalpana Square,Cloudy,None,92,88,Sports Event,14,11.2
2025-02-17,Monday,Khandagiri,Foggy,None,68,65,None,0,0.0
2025-08-12,Tuesday,Khandagiri,Humid,Independence Day,76,71,None,0,0.0
2025-02-08,Saturday,Kalpana Square,Rainy,None,88,86,None,0,0.0
2025-02-20,Thursday,Rasulgarh,Rainy,None,106,100,Construction Work,8,6.4
2025-02-16,Sunday,Khandagiri,Foggy,None,82,81,None,0,0.0
2025-02-17,Monday,Master Canteen,Rainy,None,99,100,None,0,0.0
2025-03-26,Wednesday,Jaydev Vihar,Cloudy,None,90,92,Bad Roads,7,5.6
2025-04-03,Thursday,Master Canteen,Cloudy,None,80,75,None,0,0.0
2025-05-25,Sunday,Khandagiri,Rainy,None,86,87,None,0,0.0
2025-09-01,Monday,Kalpana Square,Foggy,None,72,69,None,0,0.0
2025-07-05,Saturday,Khandagiri,Foggy,Rath Yatra,101,100,None,0,0.0
2025-01-07,Tuesday,Airport Road,Rainy,None,62,64,None,0,0.0
2025-07-24,Thursday,Rasulgarh,Foggy,Rath Yatra,100,100,None,0,0.0
2025-08-20,Wednesday,Khandagiri,Sunny,None,80,75,VIP Convoy,19,15.2
2025-07-10,Thursday,Master Canteen,Foggy,None,90,91,None,0,0.0
2025-01-07,Tuesday,Rasulgarh,Rainy,None,92,91,None,0,0.0
2025-01-04,Saturday,Airport Road,Cloudy,None,76,74,VIP Convoy,15,12.0
2025-05-21,Wednesday,Airport Road,Humid,None,50,45,None,0,0.0
2025-06-19,Thursday,Master Canteen,Cloudy,None,91,94,Construction Work,7,5.6
2025-07-29,Tuesday,Airport Road,Rainy,None,69,72,None,0,0.0
2025-03-08,Saturday,Kalpana Square,Humid,None,73,69,None,0,0.0
2025-03-19,Wednesday,Kalpana Square,Cloudy,None,65,66,None,0,0.0
2025-07-14,Monday,Kalpana Square,Sunny,None,65,65,None,0,0.0
2025-06-05,Thursday,Rasulgarh,Sunny,None,93,90,Accident,22,17.6
2025-02-06,Thursday,Airport Road,Rainy,None,69,70,None,0,0.0
2025-01-27,Monday,Rasulgarh,Sunny,None,75,75,None,0,0.0
2025-08-14,Thursday,Khandagiri,Cloudy,Independence Day,84,88,None,0,0.0
2025-07-21,Monday,Airport Road,Foggy,None,58,54,None,0,0.0
2025-01-24,Friday,Airport Road,Sunny,None,64,65,Construction Work,7,5.6
2025-04-01,Tuesday,Khandagiri,Rainy,None,75,74,None,0,0.0
2025-01-31,Friday,Master Canteen,Sunny,None,96,100,Sports Event,15,12.0
2025-07-24,Thursday,Rasulgarh,Humid,Rath Yatra,92,90,None,0,0.0
2025-04-17,Thursday,Master Canteen,Cloudy,None,95,91,Sports Event,13,10.4
2025-07-09,Wednesday,Rasulgarh,Foggy,None,100,95,VIP Convoy,16,12.8
2025-08-17,Sunday,Jaydev Vihar,Cloudy,None,84,80,None,0,0.0
2025-02-25,Tuesday,Rasulgarh,Rainy,None,90,92,None,0,0.0
2025-04-17,Thursday,Rasulgarh,Cloudy,None,93,96,VIP Convoy,23,18.4
2025-05-18,Sunday,Khandagiri,Cloudy,None,65,66,None,0,0.0
2025-02-15,Saturday,Khandagiri,Sunny,None,70,66,None,0,0.0
2025-08-16,Saturday,Airport Road,Rainy,None,87,88,Bad Roads,10,8.0
2025-06-05,Thursday,Khandagiri,Rainy,None,93,96,Political Rally,17,13.6
2025-09-08,Monday,Kalpana Square,Foggy,None,73,78,None,0,0.0
2025-02-08,Saturday,Airport Road,Rainy,None,68,65,None,0,0.0
2025-07-24,Thursday,Master Canteen,Humid,None,80,84,None,0,0.0
2025-06-17,Tuesday,Jaydev Vihar,Humid,None,70,69,None,0,0.0
2025-04-01,Tuesday,Airport Road,Foggy,None,74,76,Political Rally,10,8.0
2025-08-27,Wednesday,Jaydev Vihar,Humid,None,85,87,Bad Roads,6,4.8
2025-07-03,Thursday,Airport Road,Humid,Rath Yatra,72,75,None,0,0.0
2025-05-29,Thursday,Kalpana Square,Cloudy,None,65,65,None,0,0.0
2025-03-16,Sunday,Khandagiri,Foggy,None,82,83,None,0,0.0
2025-03-09,Sunday,Kalpana Square,Foggy,None,87,92,None,0,0.0
2025-01-06,Monday,Khandagiri,Humid,None,75,79,Sports Event,14,11.2
2025-01-02,Thursday,Rasulgarh,Rainy,None,104,100,Bad Roads,5,4.0
2025-01-25,Saturday,Airport Road,Humid,None,78,73,Accident,24,19.2
2025-04-05,Saturday,Jaydev Vihar,Humid,None,82,79,None,0,0.0
2025-02-02,Sunday,Khandagiri,Humid,None,66,66,None,0,0.0
2025-01-08,Wednesday,Airport Road,Humid,None,66,65,Sports Event,10,8.0
2025-05-20,Tuesday,Khandagiri,Humid,None,79,82,Sports Event,15,12.0
2025-03-08,Saturday,Airport Road,Humid,None,84,82,Accident,27,21.6
2025-03-09,Sunday,Airport Road,Cloudy,None,65,64,None,0,0.0
2025-06-05,Thursday,Airport Road,Rainy,None,60,59,None,0,0.0
2025-05-12,Monday,Master Canteen,Cloudy,None,93,94,VIP Convoy,21,16.8
2025-01-18,Saturday,Jaydev Vihar,Humid,None,83,86,None,0,0.0
2025-02-07,Friday,Rasulgarh,Humid,None,75,73,None,0,0.0
2025-09-01,Monday,Khandagiri,Cloudy,None,60,59,None,0,0.0
2025-04-19,Saturday,Jaydev Vihar,Humid,None,76,71,None,0,0.0
2025-07-14,Monday,Khandagiri,Foggy,Rath Yatra,86,88,None,0,0.0
2025-07-10,Thursday,Airport Road,Foggy,None,59,61,None,0,0.0
2025-06-07,Saturday,Khandagiri,Cloudy,None,66,61,None,0,0.0
2025-09-05,Friday,Rasulgarh,Sunny,None,75,79,None,0,0.0
2025-01-24,Friday,Airport Road,Cloudy,None,50,51,None,0,0.0
2025-02-03,Monday,Rasulgarh,Foggy,None,81,84,None,0,0.0
2025-04-05,Saturday,Khandagiri,Rainy,None,85,84,None,0,0.0
2025-07-17,Thursday,Airport Road,Rainy,None,79,74,Accident,22,17.6
2025-06-19,Thursday,Kalpana Square,Foggy,None,70,69,None,0,0.0
2025-03-26,Wednesday,Kalpana Square,Sunny,None,83,79,Accident,21,16.8
2025-01-06,Monday,Master Canteen,Humid,None,80,79,None,0,0.0
2025-01-23,Thursday,Master Canteen,Foggy,None,90,91,None,0,0.0
2025-06-23,Monday,Master Canteen,Rainy,None,114,100,Political Rally,16,12.8
2025-08-11,Monday,Khandagiri,Sunny,None,60,62,None,0,0.0
2025-06-11,Wednesday,Rasulgarh,Cloudy,None,75,80,None,0,0.0
2025-01-17,Friday,Kalpana Square,Foggy,None,71,76,None,0,0.0
2025-06-09,Monday,Airport Road,Cloudy,None,50,55,None,0,0.0
2025-03-30,Sunday,Master Canteen,Foggy,None,98,99,None,0,0.0
2025-08-29,Friday,Jaydev Vihar,Rainy,None,108,100,Accident,29,23.2
2025-03-21,Friday,Airport Road,Cloudy,Holi,73,68,None,0,0.0
2025-04-13,Sunday,Jaydev Vihar,Cloudy,None,78,83,None,0,0.0
2025-03-17,Monday,Airport Road,Foggy,None,60,65,None,0,0.0
2025-03-08,Saturday,Kalpana Square,Humid,None,71,74,None,0,0.0
2025-04-13,Sunday,Kalpana Square,Cloudy,None,75,79,None,0,0.0
2025-03-16,Sunday,Master Canteen,Rainy,None,111,100,None,0,0.0
2025-02-16,Sunday,Airport Road,Sunny,None,65,61,None,0,0.0
2025-07-22,Tuesday,Airport Road,Humid,None,50,54,None,0,0.0
2025-07-15,Tuesday,Jaydev Vihar,Humid,None,70,69,None,0,0.0
2025-02-02,Sunday,Jaydev Vihar,Cloudy,None,83,83,None,0,0.0
2025-05-13,Tuesday,Khandagiri,Humid,None,78,78,Construction Work,8,6.4
2025-05-10,Saturday,Jaydev Vihar,Foggy,None,89,91,None,0,0.0
2025-02-21,Friday,Kalpana Square,Sunny,None,80,79,VIP Convoy,19,15.2
2025-02-13,Thursday,Master Canteen,Cloudy,None,80,77,None,0,0.0
2025-08-06,Wednesday,Jaydev Vihar,Sunny,None,70,69,None,0,0.0
2025-04-27,Sunday,Rasulgarh,Sunny,None,98,97,Accident,29,23.2
2025-04-26,Saturday,Kalpana Square,Humid,None,73,72,None,0,0.0
2025-09-04,Thursday,Master Canteen,Sunny,None,80,76,None,0,0.0
2025-04-03,Thursday,Airport Road,Sunny,None,50,55,None,0,0.0
2025-02-16,Sunday,Khandagiri,Humid,None,69,69,None,0,0.0
2025-04-18,Friday,Rasulgarh,Rainy,None,91,89,None,0,0.0
2025-08-09,Saturday,Master Canteen,Sunny,Independence Day,121,100,Political Rally,20,16.0
2025-06-26,Thursday,Jaydev Vihar,Rainy,None,80,83,None,0,0.0
2025-08-27,Wednesday,Jaydev Vihar,Humid,None,70,69,None,0,0.0
2025-07-09,Wednesday,Jaydev Vihar,Sunny,None,86,88,Bad Roads,9,7.2
2025-06-19,Thursday,Master Canteen,Foggy,None,100,100,Political Rally,12,9.6
2025-05-09,Friday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-08-05,Tuesday,Rasulgarh,Humid,None,75,74,None,0,0.0
2025-08-08,Friday,Master Canteen,Sunny,None,80,76,None,0,0.0
2025-03-28,Friday,Kalpana Square,Sunny,None,65,67,None,0,0.0
2025-04-14,Monday,Kalpana Square,Cloudy,None,78,80,Bad Roads,10,8.0
2025-08-15,Friday,Khandagiri,Humid,None,72,70,Political Rally,16,12.8
2025-05-20,Tuesday,Master Canteen,Foggy,None,86,82,None,0,0.0
2025-04-18,Friday,Airport Road,Cloudy,None,64,60,Bad Roads,5,4.0
2025-08-02,Saturday,Kalpana Square,Foggy,None,104,100,Accident,21,16.8
2025-06-30,Monday,Airport Road,Cloudy,None,50,54,None,0,0.0
2025-01-24,Friday,Rasulgarh,Sunny,None,75,73,None,0,0.0
2025-02-28,Friday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-05-03,Saturday,Airport Road,Cloudy,None,68,73,Political Rally,17,13.6
2025-03-16,Sunday,Jaydev Vihar,Rainy,None,97,99,None,0,0.0
2025-05-01,Thursday,Khandagiri,Foggy,None,69,72,None,0,0.0
2025-06-07,Saturday,Khandagiri,Foggy,None,79,79,None,0,0.0
2025-06-05,Thursday,Khandagiri,Foggy,None,81,86,Construction Work,12,9.6
2025-06-09,Monday,Rasulgarh,Foggy,None,81,77,None,0,0.0
2025-07-21,Monday,Master Canteen,Humid,None,80,85,None,0,0.0
2025-07-04,Friday,Airport Road,Foggy,Rath Yatra,83,79,Sports Event,8,6.4
2025-03-27,Thursday,Khandagiri,Humid,None,60,62,None,0,0.0
2025-07-23,Wednesday,Master Canteen,Cloudy,None,93,89,VIP Convoy,18,14.4
2025-02-14,Friday,Jaydev Vihar,Foggy,None,78,83,None,0,0.0
